topik_match,gaya_match,metode_match,time_overlap,murid_flexible,tutor_flexible,feedback_score,average_rating_tutor,total_jam_ngajar_tutor,pernah_gagal
1,1,1,0,1,0,0.771299547858728,0.5162293009752806,1.6771196014219905,0
1,1,1,0,0,0,-1.8333575355446976,-0.26681951723748815,1.348170927158209,1
1,1,1,0,0,1,0.2503681311780429,-1.6067030506237823,1.2659337585922636,0
1,1,1,0,1,0,-1.3124261188640125,-0.858456402109358,-1.4935801199539036,1
0,0,0,0,1,0,-1.8333575355446976,-0.5104347051259047,1.7776316963359238,1
1,1,1,0,1,1,0.771299547858728,-0.8758574869585303,-0.40622200224862587,0
1,1,1,0,1,0,0.2503681311780429,0.7946466585620433,-0.515871560336553,0
1,1,1,0,0,0,-1.8333575355446976,-0.562637959673423,0.7633732840225974,1
1,1,1,0,1,0,0.771299547858728,1.4558878828306039,1.1654216636783303,0
1,1,1,0,0,1,0.2503681311780429,1.160069440394669,0.04151369327707679,0
1,1,1,0,1,1,0.2503681311780429,1.0034596767521153,0.4801119256287855,0
1,1,1,0,0,1,0.771299547858728,1.160069440394669,0.04151369327707679,0
1,1,1,0,0,1,-0.2705632855026422,-0.9976650809027393,-0.5341464866845409,1
1,1,1,0,0,0,-1.8333575355446976,1.1252672706963243,-0.4975966339885652,1
1,1,1,0,0,1,0.2503681311780429,-1.276082438489501,-0.6620709711204559,0
1,1,1,0,0,0,-1.8333575355446976,1.0904651009979782,1.1562842005043363,1
1,1,1,0,0,1,0.2503681311780429,-0.4060281960308687,-0.27829751781271084,0
1,1,1,0,1,0,0.771299547858728,0.4814271312769361,1.5126452642900998,0
1,1,1,0,0,1,0.771299547858728,0.2552130282376918,0.2973626621489069,0
1,1,1,0,0,0,-1.8333575355446976,-0.562637959673423,1.3207585376362272,1
1,1,1,0,1,1,0.771299547858728,-1.3630878627353649,1.4486830220721423,0
1,1,1,0,0,1,0.771299547858728,1.281877034338878,0.8273355262405548,0
1,1,1,0,0,1,0.771299547858728,-1.258681353640329,0.3613249043668644,0
0,0,0,0,0,0,-1.8333575355446976,0.568432555522799,0.818198063066561,1
0,0,0,0,1,0,-1.8333575355446976,-0.5974401293717684,0.3613249043668644,1
1,1,1,0,0,1,0.2503681311780429,0.2552130282376918,1.1197343478083608,0
1,1,1,0,1,0,0.771299547858728,-1.6241041354729544,1.0557721055904032,0
1,1,1,0,1,0,-0.7914947021833274,-1.258681353640329,1.476095411594124,1
0,0,0,0,0,0,-1.8333575355446976,-1.049868335450257,-0.7351706765124074,1
1,1,1,0,0,0,-1.8333575355446976,1.6472998161715036,0.14202578819101003,1
1,1,1,0,1,0,0.2503681311780429,-1.1716759293944659,-1.3839305618659765,0
1,1,1,0,0,0,-1.8333575355446976,-0.07540758389658843,-0.9270574031662799,1
1,1,1,0,1,0,0.2503681311780429,1.6298987313223312,0.16943817771299183,0
1,1,1,0,0,1,-0.7914947021833274,0.09860326459513821,-0.7717205292083831,1
1,1,1,0,0,1,0.2503681311780429,-0.8932585718077033,-1.5301299726498794,0
1,1,1,0,0,1,0.771299547858728,0.09860326459513821,-0.7717205292083831,0
1,1,1,0,0,1,0.771299547858728,-1.0324672506010846,1.6405697487260147,0
1,1,1,0,1,1,0.771299547858728,-0.754049893014322,-0.9361948663402738,0
1,1,1,0,0,1,0.771299547858728,-1.4848954566795731,-0.7351706765124074,0
1,1,1,0,1,1,0.771299547858728,0.6902401494670081,-1.6123671412158247,0
1,1,1,0,1,0,-1.3124261188640125,-0.11020975359493376,-0.9727447190362496,1
1,1,1,0,0,0,-1.8333575355446976,-0.16241300814245216,-1.4204804145619523,1
1,1,1,0,1,1,0.771299547858728,-1.049868335450257,-1.4661677304319218,0
1,1,1,0,1,0,0.771299547858728,-0.09280866874576149,1.5035078011161058,0
1,1,1,0,0,1,0.771299547858728,0.18560868884100115,0.1328883250170161,0
1,1,1,0,0,0,-1.8333575355446976,-0.9454618263552209,-1.1463565193421343,1
1,1,1,0,1,0,-1.3124261188640125,0.4118227918802454,0.8273355262405548,1
1,1,1,0,1,0,0.2503681311780429,0.864250997958734,-0.03158601211487466,0
1,1,1,0,0,1,0.771299547858728,1.5776954767748128,0.5532116310207369,0
1,1,1,0,1,0,0.2503681311780429,0.34221845248355476,1.1380092741563486,0
0,0,0,0,0,1,-1.8333575355446976,0.7598444888636987,-0.5341464866845409,1
1,1,1,0,1,1,0.2503681311780429,-1.6937084748696452,-0.525009023510547,0
0,0,0,0,1,0,-1.8333575355446976,-0.6844455536176314,1.2842086849402514,1
1,1,1,0,0,1,0.2503681311780429,-1.4848954566795731,0.43442460975881586,0
1,1,1,0,1,1,-1.3124261188640125,0.2552130282376918,1.4395455588981483,1
1,1,1,0,0,1,0.771299547858728,0.2552130282376918,1.1197343478083608,0
1,1,1,0,0,1,0.2503681311780429,-1.5544997960762639,-0.4427718549446016,0
1,1,1,0,0,1,0.2503681311780429,0.22041085853934572,0.34304997801887654,0
1,1,1,0,1,0,0.771299547858728,-1.06726942029943,0.21512549358296149,0
1,1,1,0,0,1,0.771299547858728,-1.0846705051486023,-1.3473807091700007,0
1,1,1,0,1,1,-1.3124261188640125,-0.8758574869585303,-0.525009023510547,1
1,1,1,0,0,1,0.771299547858728,-0.8758574869585303,-0.09554825433283218,0
1,1,1,0,0,1,0.771299547858728,0.44662496157859155,1.183696590026318,0
1,1,1,0,1,0,0.2503681311780429,0.4118227918802454,0.8273355262405548,1
1,1,1,0,1,0,0.771299547858728,0.06380109489679212,-0.2417476651167351,0
1,1,1,0,1,0,0.2503681311780429,-0.5974401293717684,-0.4427718549446016,0
1,1,1,0,0,1,0.771299547858728,-0.649643383919286,1.6679821382479965,0
1,1,1,0,1,0,0.771299547858728,0.04640001004761984,0.6719986522826581,0
1,1,1,0,0,1,0.2503681311780429,-1.5022965415287461,-0.5706963393805166,0
1,1,1,0,1,0,0.2503681311780429,-1.0324672506010846,0.416149683410828,0
0,0,0,0,0,0,-1.8333575355446976,-0.8410553172601849,-1.3930680250399705,1
1,1,1,0,0,0,-1.8333575355446976,1.3862835434339131,1.8233190122058933,1
1,1,1,0,1,1,0.771299547858728,-1.276082438489501,1.8233190122058933,0
1,1,1,0,0,1,0.2503681311780429,1.160069440394669,0.04151369327707679,0
1,1,1,0,0,1,0.771299547858728,0.7598444888636987,-1.1280815929941463,1
1,1,1,0,0,1,0.771299547858728,-0.5104347051259047,1.7045319909439722,0
1,1,1,0,1,1,0.2503681311780429,-0.4930336202767324,0.49838685197677335,0
1,1,1,0,0,0,-1.8333575355446976,-0.16241300814245216,-1.4204804145619523,1
1,1,1,0,0,1,0.771299547858728,-0.17981409299162443,0.46183699928079763,0
1,1,1,0,1,0,0.2503681311780429,0.568432555522799,-0.40622200224862587,0
1,1,1,0,1,0,0.771299547858728,-0.2320173475391428,1.0466346424164092,0
1,1,1,0,0,0,-1.8333575355446976,-0.9628629112043939,1.2567962954182696,1
1,1,1,0,1,0,0.2503681311780429,0.9164542525062523,-1.1189441298201526,0
1,1,1,0,1,0,0.2503681311780429,-1.049868335450257,-0.7351706765124074,0
1,1,1,0,1,0,0.771299547858728,-0.47563253542755934,0.3613249043668644,0
1,1,1,0,0,1,0.2503681311780429,-0.771450977863495,1.1562842005043363,0
1,1,1,0,1,0,-0.2705632855026422,-1.1368737596961207,-0.9270574031662799,1
1,1,1,0,0,0,-1.8333575355446976,-0.5974401293717684,1.457820485246136,1
1,1,1,0,1,0,0.771299547858728,-0.562637959673423,1.3207585376362272,0
1,1,1,0,1,0,0.771299547858728,-0.14501192329327908,1.0557721055904032,0
1,1,1,0,1,1,0.2503681311780429,-0.4930336202767324,-0.00417362259289287,0
1,1,1,0,1,0,0.771299547858728,1.49069005252895,0.5532116310207369,0
0,0,0,0,0,0,-1.8333575355446976,-0.2842206020866604,1.2842086849402514,1
1,1,1,0,0,1,0.2503681311780429,1.194871610093015,1.4121331693761665,0
1,1,1,0,1,0,0.2503681311780429,1.2992781191880503,-0.9727447190362496,0
1,1,1,0,1,0,0.771299547858728,0.16820760399182888,-0.31484737050868655,0
1,1,1,0,0,1,0.771299547858728,1.5254922222272944,-0.5615588762065227,0
1,1,1,0,1,0,0.2503681311780429,1.3862835434339131,1.348170927158209,0
1,1,1,0,0,1,-0.7914947021833274,1.5428933070764683,0.6628611891086641,1
1,1,1,0,1,1,0.771299547858728,0.7250423191653527,-1.3839305618659765,0
1,1,1,0,0,0,-1.8333575355446976,0.32481736763438246,1.1654216636783303,1
1,1,1,0,0,1,0.771299547858728,-1.3108846081878465,-1.3016933933000312,0
1,1,1,0,0,1,0.2503681311780429,1.0556629312996337,0.2242629567569554,0
1,1,1,0,0,1,0.771299547858728,1.5602943919256405,-0.3331222968566744,0
1,1,1,0,1,0,0.771299547858728,-1.1542748445452928,-0.7443081396864013,0
1,1,1,0,1,0,0.771299547858728,0.4814271312769361,-0.3239848336826805,0
1,1,1,0,0,1,0.2503681311780429,-0.6148412142209406,-0.6712084342944499,0
1,1,1,0,1,0,0.771299547858728,-1.2412802687911566,-0.8539576977743285,0
1,1,1,0,1,0,0.771299547858728,0.568432555522799,-0.5615588762065227,0
1,1,1,0,0,1,0.2503681311780429,0.8294488282603893,-0.7717205292083831,0
1,1,1,0,0,1,0.771299547858728,-1.5022965415287461,-0.5706963393805166,0
0,0,0,0,0,0,-1.8333575355446976,0.864250997958734,-0.03158601211487466,1
0,0,0,0,0,0,-1.8333575355446976,-0.16241300814245216,-1.4204804145619523,1
1,1,1,0,0,1,0.2503681311780429,-0.005803244499897772,1.8324564753798873,0
1,1,1,0,0,0,-1.8333575355446976,0.1160043494443105,-1.2925559301260372,1
1,1,1,0,1,0,0.2503681311780429,-0.3538249414833511,-0.6437960447724681,0
1,1,1,0,1,1,0.771299547858728,-0.07540758389658843,0.2973626621489069,0
1,1,1,0,1,1,0.771299547858728,0.1160043494443105,-1.6123671412158247,0
1,1,1,0,0,0,-1.8333575355446976,0.568432555522799,-0.40622200224862587,1
1,1,1,0,0,1,0.2503681311780429,-1.571900880925437,-0.7351706765124074,0
1,1,1,0,0,1,-0.2705632855026422,-0.26681951723748815,-1.594092214867837,1
1,1,1,0,0,1,0.771299547858728,-1.4848954566795731,-0.7351706765124074,0
1,1,1,0,1,1,0.2503681311780429,-1.0150661657519116,0.004963840581101061,0
1,1,1,0,0,1,0.2503681311780429,1.1252672706963243,0.6537237259346702,0
1,1,1,0,1,0,0.771299547858728,-1.4326922021320556,-0.2143352755947533,0
1,1,1,0,0,1,0.2503681311780429,0.9164542525062523,-1.594092214867837,0
1,1,1,0,0,1,0.771299547858728,1.1426683555454966,-0.8905075504703042,0
1,1,1,0,1,0,0.2503681311780429,-1.6763073900204728,-1.5392674358238734,0
1,1,1,0,1,0,0.2503681311780429,-1.0324672506010846,0.936985084328482,0
1,1,1,0,0,0,-1.8333575355446976,0.011597840349274507,-1.18290637203811,1
1,1,1,0,1,0,0.2503681311780429,0.8120477434112171,0.10547593549503431,0
1,1,1,0,1,1,0.771299547858728,0.20300977369017345,-0.6894833606424378,0
1,1,1,0,0,1,0.771299547858728,1.194871610093015,1.4121331693761665,0
1,1,1,0,0,1,0.2503681311780429,0.7250423191653527,-1.3839305618659765,0
1,1,1,0,0,1,-0.2705632855026422,-0.8932585718077033,-1.5301299726498794,1
1,1,1,0,1,0,0.2503681311780429,-0.858456402109358,-1.4935801199539036,1
1,1,1,0,1,0,-0.2705632855026422,-1.3108846081878465,1.5948824328560451,1
1,1,1,0,1,0,0.2503681311780429,0.2552130282376918,0.2973626621489069,0
1,1,1,0,1,0,0.2503681311780429,-0.2842206020866604,-0.515871560336553,0
1,1,1,0,0,1,0.771299547858728,-0.2842206020866604,-1.2651435406040554,0
1,1,1,0,1,1,0.2503681311780429,0.6728390646178358,-0.6894833606424378,0
1,1,1,0,0,1,0.771299547858728,1.2992781191880503,0.9278476211544882,0
1,1,1,0,1,0,0.771299547858728,0.02899892519844756,-0.17778542289877758,0
0,0,0,0,0,0,-1.8333575355446976,1.3514813737355686,-0.8356827714263406,1
1,1,1,0,0,1,0.2503681311780429,-0.17981409299162443,0.46183699928079763,0
0,0,0,0,0,0,-1.8333575355446976,-0.17981409299162443,-1.18290637203811,1
1,1,1,0,0,1,0.2503681311780429,-0.26681951723748815,-0.8082703819043588,0
1,1,1,0,1,0,0.771299547858728,-0.649643383919286,0.5623490941947309,0
0,0,0,0,1,0,-1.8333575355446976,-0.8410553172601849,1.3847207798541847,1
0,0,0,0,0,0,-1.8333575355446976,0.8468499131095617,-0.48845917081457124,1
1,1,1,0,1,0,0.771299547858728,0.15080651914265505,0.4526995361068037,0
1,1,1,0,0,1,0.771299547858728,-1.4152911172828826,-1.43875534090994,0
1,1,1,0,1,0,0.771299547858728,0.8120477434112171,-0.6803458974684438,0
1,1,1,0,1,0,0.2503681311780429,-1.3108846081878465,-1.4113429513879583,0
1,1,1,0,1,1,0.771299547858728,0.22041085853934572,1.0283597160684215,0
0,0,0,0,0,0,-1.8333575355446976,-0.3712260263325241,1.457820485246136,1
1,1,1,0,1,1,0.2503681311780429,1.6124976464731589,0.37959983071485226,0
1,1,1,0,1,0,0.771299547858728,-1.4500932869812277,-0.7260332133384134,0
1,1,1,0,1,0,0.2503681311780429,-1.4326922021320556,0.6080364100647005,0
1,1,1,0,0,1,0.771299547858728,0.986058591902943,0.5349367046727491,0
1,1,1,0,0,1,0.771299547858728,-0.5104347051259047,0.09633847232104037,0
1,1,1,0,0,1,0.2503681311780429,1.4732889676797776,-0.6986208238164316,0
1,1,1,0,0,1,0.2503681311780429,-0.9280607415060487,1.6679821382479965,0
1,1,1,0,1,0,0.2503681311780429,-1.5022965415287461,0.6719986522826581,0
1,1,1,0,1,1,0.771299547858728,-0.7018466384668044,1.0283597160684215,0
1,1,1,0,0,1,0.771299547858728,0.7946466585620433,1.457820485246136,0
1,1,1,0,0,1,0.771299547858728,-0.8062531475618404,-0.3970845390746319,0
1,1,1,0,0,1,0.2503681311780429,1.7517063252665404,0.9735349370244578,0
1,1,1,0,0,1,0.2503681311780429,0.9338553373554246,0.17857564088698577,0
1,1,1,0,0,0,-1.8333575355446976,-0.26681951723748815,-1.5301299726498794,1
1,1,1,0,0,1,0.771299547858728,1.4210857131322592,0.5166617783247612,0
1,1,1,0,1,0,0.2503681311780429,-0.2842206020866604,1.3755833166801907,0
1,1,1,0,1,1,0.2503681311780429,1.2296737797913595,0.07806354597305251,0
1,1,1,0,1,1,0.2503681311780429,1.281877034338878,0.5257992414987551,0
1,1,1,0,1,0,0.771299547858728,-1.1368737596961207,-0.9270574031662799,1
1,1,1,0,1,1,0.771299547858728,0.18560868884100115,0.06892608279905858,0
1,1,1,0,1,0,0.771299547858728,1.1252672706963243,-1.329105782822013,0
1,1,1,0,0,1,0.771299547858728,1.3340802888863963,1.3024836112882394,0
1,1,1,0,0,1,0.771299547858728,-1.6937084748696452,0.8638853789365306,0
1,1,1,0,0,1,0.771299547858728,1.5254922222272944,-0.5615588762065227,0
1,1,1,0,1,1,0.771299547858728,1.0904651009979782,1.7593567699879358,0
1,1,1,0,1,0,0.2503681311780429,0.1160043494443105,0.37959983071485226,0
1,1,1,0,0,1,0.771299547858728,0.777245573712871,1.2202464427222939,0
1,1,1,0,1,0,0.2503681311780429,-1.6415052203221274,-0.22347273876874724,0
1,1,1,0,0,1,0.2503681311780429,-1.049868335450257,0.16030071453899788,0
1,1,1,0,0,1,0.2503681311780429,0.3074162827852102,1.457820485246136,0
1,1,1,0,1,1,0.771299547858728,1.0208607616012875,1.5583325801600694,0
1,1,1,0,1,1,0.771299547858728,-0.8062531475618404,-1.0823942771241768,0
1,1,1,0,0,1,0.771299547858728,-0.5974401293717684,0.5166617783247612,0
1,1,1,0,1,1,-0.2705632855026422,-0.07540758389658843,0.2973626621489069,1
1,1,1,0,1,1,0.771299547858728,-0.07540758389658843,0.2973626621489069,0
1,1,1,0,0,0,-1.8333575355446976,-1.4326922021320556,-1.6854668466077762,1
1,1,1,0,0,1,0.771299547858728,0.7076412343161803,1.4943703379421118,0
1,1,1,0,0,0,-1.8333575355446976,-0.31902277178500577,-1.4753051936059158,1
1,1,1,0,0,1,0.2503681311780429,0.6032347252211451,-0.35139722320466227,0
1,1,1,0,0,0,-1.8333575355446976,0.777245573712871,1.5126452642900998,1
1,1,1,0,1,0,0.2503681311780429,-0.858456402109358,0.8273355262405548,0
1,1,1,0,0,1,0.771299547858728,-0.31902277178500577,0.46183699928079763,0
1,1,1,0,0,1,0.2503681311780429,0.23781194338851955,-0.11382318068082005,0
0,0,0,0,0,0,-1.8333575355446976,1.0904651009979782,0.8821603052845185,1
1,1,1,0,0,1,0.771299547858728,-0.54523687482425,-0.19606034924676544,0
1,1,1,0,0,1,0.771299547858728,1.7517063252665404,0.9735349370244578,0
0,0,0,0,0,0,-1.8333575355446976,-1.049868335450257,-0.9270574031662799,1
1,1,1,0,1,0,0.2503681311780429,0.4118227918802454,0.8273355262405548,0
1,1,1,0,1,1,0.771299547858728,0.7424434040145265,0.544074167846743,0
1,1,1,0,1,0,0.771299547858728,-1.276082438489501,0.5075243151507672,0
1,1,1,0,1,0,0.771299547858728,1.0904651009979782,0.8821603052845185,0
0,0,0,0,0,0,-1.8333575355446976,-0.45823145057838705,0.15116325136500397,1
1,1,1,0,1,1,-0.2705632855026422,-1.6067030506237823,-1.6306420675638127,1
1,1,1,0,1,0,0.771299547858728,0.6728390646178358,-1.0184320349062193,0
1,1,1,0,1,0,0.2503681311780429,-1.2064780990928112,1.750219306813942,0
1,1,1,0,1,1,0.771299547858728,1.4210857131322592,0.5166617783247612,0
1,1,1,0,0,1,0.771299547858728,0.20300977369017345,-0.6894833606424378,0
1,1,1,0,0,1,0.771299547858728,1.4732889676797776,-0.6986208238164316,0
1,1,1,0,1,1,0.2503681311780429,0.16820760399182888,0.004963840581101061,0
1,1,1,0,1,0,0.771299547858728,1.5602943919256405,-0.47018424446658336,0
0,0,0,0,0,0,-1.8333575355446976,-1.6067030506237823,1.4029957062021725,1
1,1,1,0,1,1,0.771299547858728,-1.3108846081878465,0.28822519897491294,0
1,1,1,0,1,0,0.771299547858728,-0.8062531475618404,-0.12296064385481398,0
1,1,1,0,0,1,-0.2705632855026422,-0.4930336202767324,-0.00417362259289287,1
1,1,1,0,1,1,-0.2705632855026422,1.2644759494897055,-1.429617877735946,1
1,1,1,0,0,0,-1.8333575355446976,0.5162293009752806,1.3298960008102212,1
1,1,1,0,1,1,0.2503681311780429,0.22041085853934572,-0.8265453082523467,0
1,1,1,0,0,1,0.771299547858728,-0.26681951723748815,-0.10468571750682612,0
0,0,0,0,0,0,-1.8333575355446976,-0.8410553172601849,1.5583325801600694,1
1,1,1,0,1,0,0.771299547858728,0.37702062218190086,0.18771310406097969,0
1,1,1,0,1,0,0.771299547858728,-0.5800390445225954,0.4709744624547916,0
0,0,0,0,0,1,-1.8333575355446976,1.7691074101157125,0.6171738732386944,1
1,1,1,0,0,1,0.771299547858728,1.4732889676797776,0.5988989468907066,0
0,0,0,0,0,0,-1.8333575355446976,0.18560868884100115,1.5035078011161058,1
1,1,1,0,0,0,-1.8333575355446976,-0.5104347051259047,-0.5981087289024984,1
1,1,1,0,0,1,0.771299547858728,0.6728390646178358,-0.6894833606424378,0
1,1,1,0,1,1,0.771299547858728,-0.21461626268996975,-0.1869228860727715,0
1,1,1,0,1,1,0.771299547858728,-0.7366488081651497,0.49838685197677335,0
1,1,1,0,0,1,0.2503681311780429,0.0812021797459644,-0.8265453082523467,0
1,1,1,0,0,1,-0.7914947021833274,-0.3712260263325241,-0.4610467812925894,1
1,1,1,0,1,0,-0.2705632855026422,1.5428933070764683,0.46183699928079763,1
1,1,1,0,0,1,0.771299547858728,-1.3630878627353649,1.4486830220721423,0
1,1,1,0,0,0,-1.8333575355446976,-0.9976650809027393,-1.2103187615600919,1
1,1,1,0,0,1,0.2503681311780429,0.6380368949194897,1.457820485246136,0
1,1,1,0,1,0,0.771299547858728,-0.9628629112043939,-1.1646314456901221,0
1,1,1,0,0,1,0.771299547858728,-0.26681951723748815,-0.8082703819043588,0
1,1,1,0,0,1,0.2503681311780429,0.568432555522799,-0.9270574031662799,0
1,1,1,0,0,1,0.771299547858728,-0.8062531475618404,-1.0823942771241768,0
1,1,1,0,0,1,0.771299547858728,0.02899892519844756,-1.054981887602195,0
1,1,1,0,0,1,0.771299547858728,0.1160043494443105,1.064909568764397,0
1,1,1,0,0,1,0.2503681311780429,-0.45823145057838705,-0.5341464866845409,0
1,1,1,0,0,1,0.2503681311780429,0.4118227918802454,-0.8630951609483224,0
1,1,1,0,1,1,0.2503681311780429,-0.5104347051259047,1.7045319909439722,0
1,1,1,0,0,1,0.2503681311780429,1.1426683555454966,-0.6986208238164316,0
1,1,1,0,0,1,0.771299547858728,0.777245573712871,-0.17778542289877758,0
0,0,0,0,1,0,-1.8333575355446976,1.281877034338878,-0.5706963393805166,1
1,1,1,0,1,1,-0.7914947021833274,-0.16241300814245216,0.46183699928079763,1
1,1,1,0,0,1,0.771299547858728,1.0382618464504614,-0.6894833606424378,0
1,1,1,0,1,0,0.2503681311780429,0.4814271312769361,-0.3239848336826805,0
1,1,1,0,0,1,0.2503681311780429,1.2644759494897055,-1.429617877735946,0
1,1,1,0,0,1,0.771299547858728,1.0382618464504614,0.44356207293280975,0
1,1,1,0,0,0,-1.8333575355446976,-1.049868335450257,0.8730228421105245,1
1,1,1,0,1,1,0.771299547858728,-0.4234292808800417,-1.0184320349062193,0
1,1,1,0,0,1,0.2503681311780429,-0.023204329349070824,-1.5575423621718611,0
0,0,0,0,1,1,-1.8333575355446976,0.09860326459513821,-0.7717205292083831,1
1,1,1,0,0,1,0.771299547858728,0.4640260464277638,-0.5341464866845409,0
1,1,1,0,0,1,0.771299547858728,-0.562637959673423,1.2659337585922636,0
1,1,1,0,1,0,-0.7914947021833274,-1.0846705051486023,-0.4427718549446016,1
1,1,1,0,0,1,0.771299547858728,-0.4234292808800417,-1.0184320349062193,0
0,0,0,0,0,1,-1.8333575355446976,1.5776954767748128,1.7136694541179662,1
1,1,1,0,0,1,0.771299547858728,0.32481736763438246,-0.07727332798484432,0
1,1,1,0,0,1,0.2503681311780429,-1.6067030506237823,0.20598803040896754,0
1,1,1,0,0,1,0.2503681311780429,0.4118227918802454,1.357308390332203,0
1,1,1,0,0,0,-1.8333575355446976,1.0034596767521153,0.8547479157625367,1
0,0,0,0,0,0,-1.8333575355446976,-1.3804889475845372,1.6040198960300391,1
1,1,1,0,1,1,0.771299547858728,0.2552130282376918,0.2973626621489069,0
1,1,1,0,1,0,0.771299547858728,0.22041085853934572,-0.09554825433283218,0
1,1,1,0,0,1,0.2503681311780429,-1.2064780990928112,1.339033463984215,0
0,0,0,0,0,0,-1.8333575355446976,0.29001519793603636,-1.6946043097817702,1
1,1,1,0,1,1,0.2503681311780429,-1.3630878627353649,1.4486830220721423,0
1,1,1,0,1,1,0.2503681311780429,-0.07540758389658843,1.339033463984215,0
1,1,1,0,1,0,0.771299547858728,-0.5104347051259047,1.7776316963359238,0
1,1,1,0,0,0,-1.8333575355446976,-0.8062531475618404,-0.12296064385481398,1
1,1,1,0,1,1,-1.3124261188640125,0.4640260464277638,-0.5341464866845409,1
1,1,1,0,1,0,0.771299547858728,0.1160043494443105,-1.2925559301260372,0
1,1,1,0,0,0,-1.8333575355446976,0.5510314706736268,0.6080364100647005,1
1,1,1,0,1,0,0.771299547858728,0.5336303858244544,1.5217827274640936,0
1,1,1,0,1,1,-1.3124261188640125,0.18560868884100115,0.06892608279905858,1
1,1,1,0,1,1,0.771299547858728,-0.45823145057838705,-0.5341464866845409,0
1,1,1,0,1,1,0.771299547858728,-1.3108846081878465,-1.1646314456901221,0
1,1,1,0,1,0,0.2503681311780429,-0.4930336202767324,-0.03158601211487466,0
0,0,0,0,0,0,-1.8333575355446976,1.6124976464731589,0.20598803040896754,1
1,1,1,0,1,0,0.771299547858728,1.5602943919256405,-0.47018424446658336,0
1,1,1,0,0,1,0.2503681311780429,-1.2064780990928112,1.46695794842013,0
1,1,1,0,1,0,0.2503681311780429,-1.5370987112270915,0.5257992414987551,0
0,0,0,0,0,0,-1.8333575355446976,1.0034596767521153,0.936985084328482,1
1,1,1,0,1,0,0.2503681311780429,-0.45823145057838705,0.23340041993094934,0
0,0,0,0,0,1,-1.8333575355446976,1.5428933070764683,0.6628611891086641,1
