id_murid,id_tutor,topik_match,gaya_match,metode_match,time_overlap,murid_flexible,tutor_flexible,feedback_score,label,average_rating_tutor,total_jam_ngajar_tutor,pernah_gagal
M0824,T0430,false,false,false,false,true,false,0,0,3.36,165,true
M0475,T0435,false,false,false,false,true,true,0,0,4.16,188,true
M0632,T0439,false,false,false,false,false,false,0,0,3.66,127,true
M0428,T0440,true,true,true,false,false,false,0,0,4.77,396,true
M0753,T0445,true,true,true,false,false,false,0,0,3.92,17,true
M0835,T0447,false,false,false,false,false,true,0,0,3.08,221,true
M0347,T0448,true,true,true,false,false,false,0,0,3.98,160,true
M0356,T0449,false,false,false,false,false,false,0,0,4.14,11,true
M0524,T0455,true,true,true,false,false,false,0,0,4.26,357,true
M0931,T0461,false,false,false,false,false,false,0,0,3.19,84,true
M0766,T0462,true,true,true,false,false,false,0,0,3.37,292,true
M0539,T0463,true,true,true,false,false,false,0,0,4.44,122,true
M1000,T0463,false,false,false,false,false,false,0,0,4.44,122,true
M0929,T0463,true,true,true,false,false,false,0,0,4.44,122,true
M0976,T0465,false,false,false,false,false,false,0,0,3.49,44,true
M0104,T0465,false,false,false,false,false,false,0,0,3.49,44,true
M0505,T0468,true,true,true,false,false,false,0,0,4.22,13,true
M0504,T0473,true,true,true,false,false,false,0,0,4.92,212,true
M0152,T0480,true,true,true,false,false,false,0,0,4.95,79,true
M0190,T0481,true,true,true,false,false,false,0,0,4.22,206,true
M0672,T0484,false,false,false,false,false,false,0,0,4.95,75,true
M0544,T0486,false,false,false,false,false,false,0,0,4.41,333,true
M0545,T0488,true,true,true,false,false,false,0,0,3.71,328,true
M0470,T0490,false,false,false,false,true,false,0,0,4.45,231,true
M0432,T0495,true,true,true,false,false,false,0,0,3.15,263,true
M0864,T0500,false,false,false,false,true,false,0,0,3.68,391,true
M0625,T0502,false,false,false,false,false,false,0,0,3.42,268,true
M0496,T0505,false,false,false,false,false,false,0,0,3.85,267,true
M0640,T0508,true,true,true,false,false,false,0,0,3.71,99,true
M0100,T0509,false,false,false,false,false,false,0,0,3.44,174,true
M0037,T0510,true,true,true,false,false,false,0,0,3.74,26,true
M0028,T0510,false,false,false,false,false,false,0,0,3.74,26,true
M0788,T0514,true,true,true,false,false,false,0,0,4.16,324,true
M0788,T0514,true,true,true,false,false,false,0,0,4.16,324,true
M0788,T0514,true,true,true,false,false,false,0,0,4.16,324,true
M0349,T0514,true,true,true,false,false,false,0,0,4.16,324,true
M0788,T0514,true,true,true,false,false,false,0,0,4.16,324,true
M0687,T0516,false,false,false,false,false,true,0,0,3.95,83,true
M0149,T0517,false,false,false,false,false,false,0,0,4.83,257,true
M0545,T0517,false,false,false,false,false,false,0,0,4.83,257,true
M0248,T0519,false,false,false,false,false,false,0,0,3.76,243,true
M0681,T0522,false,false,false,false,false,false,0,0,4.6,293,true
M0332,T0522,true,true,true,false,false,false,0,0,4.6,293,true
M0655,T0522,true,true,true,false,false,false,0,0,4.6,293,true
M0735,T0523,true,true,true,false,false,false,0,0,3.61,279,true
M0376,T0523,true,true,true,false,false,false,0,0,3.61,279,true
M0101,T0524,false,false,false,false,false,false,0,0,4.18,113,true
M0087,T0529,false,false,false,false,false,false,0,0,4.55,299,true
M0986,T0535,false,false,false,false,false,false,0,0,3.63,188,true
M0276,T0539,false,false,false,false,false,true,0,0,4.91,345,true
M0843,T0540,false,false,false,false,true,true,0,0,4.37,159,true
M0224,T0541,true,true,true,false,false,false,0,0,3.97,224,true
M0868,T0541,true,true,true,false,false,false,0,0,3.97,224,true
M0365,T0544,true,true,true,false,false,false,0,0,4.55,290,true
M0349,T0544,true,true,true,false,false,false,0,0,4.55,290,true
M0163,T0548,true,true,true,false,false,false,0,0,4.04,287,true
M0534,T0549,false,false,false,false,true,false,0,0,3.7,236,true
M0006,T0550,false,false,false,false,false,false,0,0,3.54,150,true
M0513,T0552,false,false,false,false,false,false,0,0,4.46,143,true
M0785,T0552,false,false,false,false,false,false,0,0,4.46,143,true
M0148,T0554,false,false,false,false,true,false,0,0,3.55,239,true
M0592,T0571,true,true,true,false,false,false,0,0,3.77,126,true
M0188,T0574,true,true,true,false,false,false,0,0,4.52,56,true
M0117,T0575,false,false,false,false,true,true,0,0,3.14,398,true
M0715,T0581,false,false,false,false,false,true,0,0,4.08,204,true
M0924,T0583,true,true,true,false,false,false,0,0,4.42,362,true
M0615,T0583,true,true,true,false,false,false,0,0,4.42,362,true
M0615,T0583,true,true,true,false,false,false,0,0,4.42,362,true
M0615,T0583,true,true,true,false,false,false,0,0,4.42,362,true
M0615,T0583,true,true,true,false,false,false,0,0,4.42,362,true
M0890,T0583,true,true,true,false,false,false,0,0,4.42,362,true
M0271,T0588,true,true,true,false,false,false,0,0,4.87,368,true
M0393,T0592,false,false,false,false,false,false,0,0,4.18,198,true
M0661,T0599,true,true,true,false,false,false,0,0,3.02,196,true
M0025,T0599,true,true,true,false,false,false,0,0,3.02,196,true
M0982,T0601,false,false,false,false,true,false,0,0,4.67,318,true
M0880,T0604,true,true,true,false,false,false,0,0,3.69,362,true
M0787,T0605,true,true,true,false,false,false,0,0,3.93,95,true
M0390,T0605,false,false,false,false,false,false,0,0,3.93,95,true
M0803,T0609,false,false,false,false,false,false,0,0,4.95,110,true
M0624,T0610,false,false,false,false,false,true,0,0,3.58,33,true
M0394,T0611,true,true,true,false,false,false,0,0,4.34,91,true
M0214,T0613,false,false,false,false,false,false,0,0,3.51,319,true
M0081,T0614,true,true,true,false,false,false,0,0,3.43,71,true
M0885,T0614,true,true,true,false,false,false,0,0,3.43,71,true
M0270,T0615,true,true,true,false,false,false,0,0,4.44,53,true
M0714,T0619,true,true,true,false,false,false,0,0,4.02,202,true
M0277,T0619,false,false,false,false,true,false,0,0,4.02,202,true
M0562,T0621,true,true,true,false,false,false,0,0,4.91,31,true
M0896,T0622,false,false,false,false,false,false,0,0,4.02,224,true
M0345,T0623,false,false,false,false,false,true,0,0,3.32,71,true
M0063,T0624,true,true,true,false,false,false,0,0,3.18,191,true
M0411,T0627,true,true,true,false,false,false,0,0,3.04,312,true
M0635,T0627,true,true,true,false,false,false,0,0,3.04,312,true
M0702,T0628,true,true,true,false,false,false,0,0,4.13,328,true
M0736,T0634,true,true,true,false,false,false,0,0,4.84,168,true
M0177,T0634,false,false,false,false,false,false,0,0,4.84,168,true
M0267,T0639,true,true,true,false,false,false,0,0,4.06,246,true
M0210,T0641,false,false,false,false,false,false,0,0,4.3,286,true
M0272,T0643,true,true,true,false,false,false,0,0,3.08,23,true
M0096,T0644,true,true,true,false,false,false,0,0,3.64,305,true
M0481,T0646,true,true,true,false,false,false,0,0,4.55,208,true
M0669,T0656,true,true,true,false,false,false,0,0,3.81,338,true
M0244,T0658,false,false,false,false,false,true,0,0,3.16,136,true
M0992,T0661,false,false,false,false,false,false,0,0,3.37,116,true
M0454,T0663,true,true,true,false,false,false,0,0,3.88,41,true
M0529,T0663,true,true,true,false,false,false,0,0,3.88,41,true
M0643,T0663,false,false,false,false,false,false,0,0,3.88,41,true
M0883,T0665,false,false,false,false,false,false,0,0,3.15,12,true
M0403,T0665,true,true,true,false,false,false,0,0,3.15,12,true
M0048,T0665,true,true,true,false,false,false,0,0,3.15,12,true
M0931,T0670,true,true,true,false,false,false,0,0,3.85,372,true
M0514,T0675,true,true,true,false,false,false,0,0,3.21,287,true
M0170,T0678,true,true,true,false,false,false,0,0,3.01,31,true
M0364,T0681,false,false,false,false,false,false,0,0,3.75,207,true
M0733,T0681,false,false,false,false,false,false,0,0,3.75,207,true
M0507,T0684,true,true,true,false,false,false,0,0,4.81,324,true
M0142,T0685,true,true,true,false,false,false,0,0,4.29,263,true
M0913,T0685,true,true,true,false,false,false,0,0,4.29,263,true
M0570,T0692,true,true,true,false,false,false,0,0,3.82,29,true
M0196,T0697,true,true,true,false,false,false,0,0,3.4,64,true
M0271,T0703,true,true,true,false,false,false,0,0,4.76,131,true
M0354,T0704,false,false,false,false,false,false,0,0,3.92,382,true
M0586,T0709,true,true,true,false,false,false,0,0,3.27,19,true
M0765,T0710,false,false,false,false,true,false,0,0,3.38,175,true
M0657,T0712,true,true,true,false,false,false,0,0,3.65,280,true
M0149,T0714,true,true,true,false,false,false,0,0,4.03,33,true
M0386,T0715,true,true,true,false,false,false,0,0,3.63,148,true
M0978,T0716,false,false,false,false,false,false,0,0,4.95,80,true
M0986,T0720,true,true,true,false,false,false,0,0,4.24,361,true
M0309,T0720,true,true,true,false,false,false,0,0,4.24,361,true
M0768,T0723,true,true,true,false,false,false,0,0,4.84,90,true
M0087,T0723,true,true,true,false,false,false,0,0,4.84,90,true
M0296,T0726,true,true,true,false,false,false,0,0,4.9,372,true
M0315,T0730,false,false,false,false,true,false,0,0,4.55,293,true
M0582,T0738,true,true,true,false,false,false,0,0,3.09,109,true
M0785,T0743,false,false,false,false,false,false,0,0,3.14,117,true
M0947,T0745,false,false,false,false,true,false,0,0,4.94,153,true
M0602,T0746,true,true,true,false,false,false,0,0,4.28,53,true
M0602,T0746,true,true,true,false,false,false,0,0,4.28,53,true
M0602,T0746,true,true,true,false,false,false,0,0,4.28,53,true
M0602,T0746,true,true,true,false,false,false,0,0,4.28,53,true
M0433,T0750,false,false,false,false,true,false,0,0,3.49,348,true
M0216,T0753,false,false,false,false,false,true,0,0,4.41,138,true
M0150,T0755,false,false,false,false,false,false,0,0,4.75,105,true
M0264,T0755,false,false,false,false,false,false,0,0,4.75,105,true
M0607,T0758,true,true,true,false,false,false,0,0,3.91,62,true
M0507,T0758,false,false,false,false,false,false,0,0,3.91,62,true
M0396,T0760,true,true,true,false,false,false,0,0,4.06,217,true
M0851,T0761,false,false,false,false,false,true,0,0,4.05,305,true
M0704,T0762,false,false,false,false,true,true,0,0,3.7,164,true
M0055,T0769,false,false,false,false,false,true,0,0,3.11,134,true
M0433,T0771,false,false,false,false,true,true,0,0,3.1,91,true
M0011,T0772,false,false,false,false,true,false,0,0,4.21,117,true
M0838,T0773,false,false,false,false,false,true,0,0,3.07,116,true
M0613,T0775,false,false,false,false,false,false,0,0,3.52,389,true
M0996,T0775,true,true,true,false,false,false,0,0,3.52,389,true
M0220,T0782,true,true,true,false,false,false,0,0,3.01,175,true
M0222,T0784,true,true,true,false,false,false,0,0,4.67,145,true
M0996,T0790,false,false,false,false,false,true,0,0,4.86,269,true
M0952,T0792,false,false,false,false,true,false,0,0,4.71,134,true
M0273,T0795,false,false,false,false,false,false,0,0,3.28,65,true
M0059,T0797,false,false,false,false,false,false,0,0,4.08,361,true
M0284,T0799,true,true,true,false,false,false,0,0,4.96,398,true
M0918,T0799,true,true,true,false,false,false,0,0,4.96,398,true
M0454,T0799,true,true,true,false,false,false,0,0,4.96,398,true
M0590,T0801,true,true,true,false,false,false,0,0,4.4,320,true
M0463,T0802,true,true,true,false,false,false,0,0,3.63,356,true
M0160,T0803,false,false,false,false,false,true,0,0,4.21,375,true
M0736,T0806,true,true,true,false,false,false,0,0,3.23,277,true
M0683,T0808,false,false,false,false,false,false,0,0,4.38,220,true
M0899,T0811,true,true,true,false,false,false,0,0,3.17,20,true
M0954,T0812,true,true,true,false,false,false,0,0,3.65,341,true
M0335,T0812,false,false,false,false,false,false,0,0,3.65,341,true
M0789,T0813,false,false,false,false,false,true,0,0,4.94,69,true
M0436,T0820,true,true,true,false,false,false,0,0,3.83,66,true
M0082,T0822,false,false,false,false,true,false,0,0,3.09,49,true
M0690,T0826,false,false,false,false,true,false,0,0,4.69,32,true
M0888,T0831,false,false,false,false,false,false,0,0,3.3,45,true
M0151,T0833,true,true,true,false,false,false,0,0,3.64,248,true
M0294,T0836,false,false,false,false,false,false,0,0,3.37,120,true
M0950,T0840,true,true,true,false,false,false,0,0,4.64,305,true
M0597,T0845,true,true,true,false,false,false,0,0,3.04,371,true
M0381,T0845,true,true,true,false,false,false,0,0,3.04,371,true
M0673,T0846,true,true,true,false,false,false,0,0,3.15,65,true
M0230,T0846,false,false,false,false,false,false,0,0,3.15,65,true
M0965,T0847,false,false,false,false,false,false,0,0,3.57,15,true
M0955,T0847,true,true,true,false,false,false,0,0,3.57,15,true
M0059,T0858,true,true,true,false,false,false,0,0,3.43,15,true
M0328,T0859,true,true,true,false,false,false,0,0,4.53,251,true
M0215,T0861,false,false,false,false,false,false,0,0,3.79,35,true
M0232,T0861,true,true,true,false,false,false,0,0,3.79,35,true
M0376,T0861,false,false,false,false,false,false,0,0,3.79,35,true
M0745,T0863,true,true,true,false,false,false,0,0,4.72,70,true
M0423,T0866,false,false,false,false,false,true,0,0,3.5,324,true
M0011,T0870,false,false,false,false,true,true,0,0,4.21,285,true
M0535,T0880,false,false,false,false,false,false,0,0,3.71,213,true
M0916,T0881,false,false,false,false,false,false,0,0,3.71,37,true
M0209,T0881,true,true,true,false,false,false,0,0,3.71,37,true
M0865,T0881,false,false,false,false,false,false,0,0,3.71,37,true
M0754,T0886,false,false,false,false,false,false,0,0,4.97,12,true
M0778,T0886,false,false,false,false,false,false,0,0,4.97,12,true
M0716,T0895,false,false,false,false,true,true,0,0,3.22,69,true
M0522,T0897,false,false,false,false,false,false,0,0,3.99,111,true
M0144,T0899,true,true,true,false,false,false,0,0,3.42,334,true
M0297,T0899,true,true,true,false,false,false,0,0,3.42,334,true
M0509,T0900,false,false,false,false,true,true,0,0,4.15,356,true
M0553,T0903,false,false,false,false,false,true,0,0,4.56,367,true
M0673,T0914,false,false,false,false,false,true,0,0,4.24,253,true
M0861,T0916,false,false,false,false,true,false,0,0,3.63,236,true
M0635,T0919,false,false,false,false,false,true,0,0,3.67,158,true
M0520,T0921,false,false,false,false,false,true,0,0,4.94,367,true
M0732,T0922,false,false,false,false,false,false,0,0,4.46,160,true
M0381,T0931,false,false,false,false,false,false,0,0,3.49,367,true
M0195,T0932,false,false,false,false,true,false,0,0,3.58,337,true
M0626,T0935,false,false,false,false,false,true,0,0,3.51,49,true
M0439,T0938,false,false,false,false,true,false,0,0,4.5,79,true
M0341,T0940,false,false,false,false,false,true,0,0,4.63,120,true
M0063,T0944,false,false,false,false,false,false,0,0,4.39,311,true
M0571,T0948,false,false,false,false,true,true,0,0,3.97,397,true
M0064,T0956,true,true,true,false,false,false,0,0,3.62,222,true
M0329,T0958,false,false,false,false,true,false,0,0,3.03,228,true
M0663,T0960,true,true,true,false,false,false,0,0,4.27,119,true
M0693,T0960,true,true,true,false,false,false,0,0,4.27,119,true
M0307,T0962,false,false,false,false,true,true,0,0,4.5,22,true
M0949,T0962,false,false,false,false,false,true,0,0,4.5,22,true
M0788,T0965,false,false,false,false,false,false,0,0,3.75,63,true
M0803,T0967,false,false,false,false,false,true,0,0,4.96,375,true
M0055,T0974,false,false,false,false,false,true,0,0,3.98,232,true
M0993,T0979,true,true,true,false,false,false,0,0,4.41,339,true
M0147,T0983,false,false,false,false,true,false,0,0,3.57,233,true
M0886,T0984,true,true,true,false,false,false,0,0,3.82,344,true
M0039,T0984,false,false,false,false,false,false,0,0,3.82,344,true
M0309,T0985,true,true,true,false,false,false,0,0,3.69,327,true
M0448,T0985,true,true,true,false,false,false,0,0,3.69,327,true
M0438,T0986,true,true,true,false,false,false,0,0,3.33,25,true
M0799,T0987,false,false,false,false,false,true,0,0,3.81,58,true
M0827,T0990,false,false,false,false,false,false,0,0,3.87,67,true
M0665,T0990,false,false,false,false,false,false,0,0,3.87,67,true
M0465,T0990,true,true,true,false,false,false,0,0,3.87,67,true
M0133,T0998,false,false,false,false,false,true,0,0,3.11,299,true
M0322,T0006,true,true,true,false,true,true,1,0,3.47,139,true
M0019,T0041,true,true,true,false,true,false,1,0,4.29,281,true
M0234,T0077,true,true,true,false,false,true,1,0,4.02,355,true
M0087,T0098,true,true,true,false,false,true,1,0,3.6,145,true
M0718,T0124,true,true,true,false,true,false,1,0,4.43,140,true
M0979,T0144,true,true,true,false,true,false,1,0,4.21,287,true
M0707,T0180,true,true,true,false,true,true,1,0,3.75,356,true
M0164,T0202,true,true,true,false,true,false,1,0,3.91,90,true
M0336,T0268,true,true,true,false,true,true,1,0,3.37,36,true
M0204,T0285,true,true,true,false,true,true,1,0,4.02,267,true
M0342,T0303,true,true,true,false,true,false,1,0,4.45,162,true
M0132,T0332,true,true,true,false,false,true,1,0,4.12,205,true
M0444,T0334,true,true,true,false,false,true,1,0,4.1,106,true
M0109,T0370,true,true,true,false,true,false,1,0,4.91,152,true
M0351,T0382,true,true,true,false,false,true,1,0,3.7,282,true
M0824,T0403,true,true,true,false,true,true,1,0,4.24,138,true
M0078,T0412,true,true,true,false,false,true,1,0,4.1,75,true
M0846,T0426,true,true,true,false,true,true,1,0,4.12,354,true
M0869,T0433,true,true,true,false,false,true,1,0,4.92,316,true
M0803,T0528,true,true,true,false,false,true,1,0,4.08,78,true
M0561,T0581,true,true,true,false,true,true,1,0,4.08,204,true
M0932,T0581,true,true,true,false,true,true,1,0,4.08,204,true
M0483,T0762,true,true,true,false,false,true,1,0,3.7,164,true
M0814,T0768,true,true,true,false,true,false,1,0,4.77,341,true
